51.639+2.4546e-14i,50.537+1.3184e-14i,60.32-8.0144e-14i,53.094+1.1102e-14i,49.392+2.0123e-14i,56.519+6.245e-14i,52.866+6.9215e-14i,52.499+2.7756e-15i,49.422-6.245e-15i,0.33547,0.090257,6.8539
4.459-0.66226i,-2.4242-2.9342i,-0.87827+0.70809i,-3.2671-2.0565i,-0.60984-1.681i,2.2357-7.866i,2.5961+1.1263i,1.9897-2.7738i,1.21+3.1337i,0.52776,0.050408,3.8462
3.0557+2.0065i,2.2395-1.3168i,0.16619+2.4199i,-1.103+1.158i,-1.7102+1.626i,-2.3113-0.60994i,-1.8827+0.3905i,1.0322+3.0267i,3.9824+1.5481i,0.67654,0.042568,4.6588
-0.25525+0.85333i,-0.098079+0.26266i,3.1528-2.6001i,-0.16358+1.0064i,0.53729-0.76006i,0.81068-1.3844i,-0.503+0.52068i,-0.38337-1.0115i,0.6594+0.25987i,0.36364,0.058367,3.5319
-0.88171+1.3256i,-0.7349-0.25837i,-0.66736-3.3232i,-0.11591-1.8793i,1.0179+1.4036i,-0.58345-0.13536i,0.99036-0.89719i,0.46912+0.13346i,0.23818-1.3705i,0.49679,0.066073,3.169
-0.23101+0.4764i,-0.0087516+0.068233i,-1.1569-2.5723i,0.44682+1.1175i,0.10325+0.21133i,-0.27455-1.0894i,0.033112+0.077414i,-0.056085-0.70628i,0.84537-0.92843i,0.38369,0.06823,2.6949
0.36187+0.39445i,0.68367+0.58678i,-2.0804-0.62109i,-0.05215-1.1687i,0.4903+0.54641i,-0.1597-0.71837i,0.023424-0.28846i,0.38704-0.12429i,-0.026729-0.34346i,0.37259,0.073081,2.0212
0.19877+0.22665i,0.43305+0.47253i,-1.3863+0.014158i,0.24527+0.26541i,-0.22768+0.37092i,0.013722-0.63708i,-0.30736-0.36996i,-0.4214+0.37994i,-0.030081-0.25819i,0.4596,0.049303,3.1075
0.29689+0.25158i,0.15958+0.26867i,-0.88155+0.79395i,0.034789-0.41596i,0.17829+0.10714i,-0.0056071-0.38245i,-0.37081-0.2752i,-0.12852-0.55678i,-0.43211-0.66903i,0.44025,0.047628,2.5825
-0.035516+0.68631i,-0.023171+0.38854i,-0.08461+0.74751i,-0.021733-0.075523i,-0.19974+0.12372i,0.023453-0.31561i,-0.21938-0.11517i,0.22122+0.37105i,-0.080268+0.10199i,0.61819,0.077514,3.0269
-0.091946+0.27789i,0.095818+0.39974i,0.32802+0.52735i,0.22964-0.34731i,0.042671+0.012882i,0.066149-0.40607i,-0.040115-0.11252i,-0.4761+0.23645i,0.27762-0.14996i,0.62842,0.085284,3.356
0.067423-0.014528i,0.1793+0.15115i,0.70448+0.34836i,-0.25147-0.099038i,-0.093616+0.11068i,-0.14909-0.28414i,-0.1666-0.071505i,0.14472-0.16207i,-0.20315-0.035362i,0.35488,0.061773,3.662
0.18376+0.19251i,0.099801+0.11936i,0.70798-0.11798i,0.19225-0.35864i,-0.026549-0.071818i,0.054419-0.33594i,0.060977-0.0029628i,0.10644+0.26491i,0.096194-0.35423i,0.51587,0.042091,3.8838
0.043932+0.16078i,-0.034697+0.13221i,0.71458-0.59137i,-0.10185+0.013486i,0.041735+0.18705i,-0.26765-0.12314i,-0.0089926-0.020027i,-0.18945-0.14984i,0.029692-0.34227i,0.33723,0.060428,4.7644
-0.00033177+0.27944i,-0.030225+0.018956i,0.39555-0.69377i,0.024036-0.28186i,0.14229-0.0037917i,-0.082982-0.18297i,-0.02652-0.033319i,0.18895+0.068256i,-0.20683-0.063443i,0.36327,0.063929,3.8165
0.049127+0.26628i,0.19177-0.097884i,-0.065183-0.84145i,0.080456-0.12931i,0.082846+0.14461i,-0.19928-0.14915i,-0.16411-0.11655i,-0.095984+0.015725i,-0.20128-0.070078i,0.3558,0.063984,4.5227
0.040221+0.20513i,0.1298+0.030744i,-0.3865-0.53227i,-0.088775+0.010378i,-0.0023163+0.011152i,-0.076266-0.19322i,-0.062736-0.15113i,0.05362-0.044002i,-0.028955-0.14629i,0.3265,0.074426,2.5442
0.17249+0.072554i,-0.0021802+0.10031i,-0.53542-0.52414i,-0.067393-0.13752i,0.10732+0.059201i,-0.096506-0.063911i,-0.14539-0.11453i,-0.094053+0.15969i,-0.037235+0.071834i,0.31063,0.07023,2.8305
0.15513+0.12336i,-0.040774+0.041399i,-0.5533-0.082876i,0.088797+0.061545i,-0.044826+0.07392i,-0.14231-0.21489i,-0.11017-0.10065i,-0.090259-0.18641i,-0.016349-0.051879i,0.38627,0.067316,2.4398
0.094977+0.21091i,0.035315-0.035346i,-0.42973+0.016271i,-0.16948-0.011549i,0.043738+0.066736i,-0.1147-0.1737i,-0.12214-0.044702i,0.10406-0.0076027i,-0.029365-0.071413i,0.44523,0.063994,3.6682
0.084151+0.13943i,0.11312+0.017608i,-0.23365+0.26882i,0.0076911+0.025535i,0.0082996+0.032753i,-0.15641-0.11919i,-0.10462-0.046993i,-0.10325+0.072177i,0.013239-0.064083i,0.44299,0.063735,2.9312
0.093786+0.094409i,0.0051009+0.0085592i,-0.061736+0.13745i,0.015831+0.048665i,0.0049707-0.089461i,-0.12316-0.17073i,-0.01076-0.092192i,-0.02783-0.12372i,0.04178-0.088988i,0.57129,0.079182,2.5692
0.13224+0.093834i,0.027102-0.01343i,0.12327+0.026742i,-0.021139-0.059123i,0.031758+0.0013411i,-0.080119-0.14348i,-0.10725+0.023758i,-0.095086+0.018639i,-0.10575-0.096157i,0.56287,0.070736,3.6641
0.062315+0.088253i,0.043741+0.02709i,0.050783-0.16284i,0.016245-0.039614i,0.030544-0.018023i,-0.064454-0.17031i,0.04928-0.02808i,-0.014647+0.011659i,-0.029305-0.067623i,0.48213,0.10824,2.7942
0.041755+0.095101i,0.0092487+0.030696i,0.017875-0.14026i,-0.011555+0.0028013i,0.08232-0.0042272i,-0.11899-0.065798i,-0.10918-0.0622i,0.036976+0.033113i,-0.091182-0.09539i,0.70489,0.056644,3.1668
0.10514+0.11471i,0.00062745+0.018314i,-0.13435-0.19973i,0.0068235-0.10349i,0.041059-0.021686i,-0.12039-0.10698i,-0.022706-0.025686i,-0.053529-0.040824i,-0.082549-0.045922i,0.4348,0.089861,4.2473
0.10813+0.09261i,0.026227+0.023034i,-0.099131-0.1477i,-0.037222-0.079249i,0.029909+0.016944i,-0.13911-0.061219i,-0.04815-0.084287i,0.069419-0.058551i,-0.08298-0.042843i,0.51466,0.053243,2.8217
0.056094+0.079763i,0.01004+0.031922i,-0.20999-0.098265i,-0.067867-0.011742i,-0.013404+0.010384i,-0.061853-0.11906i,-0.0033183-0.032745i,0.02606+0.053038i,-0.046135-0.07592i,0.43424,0.068793,3.2223
0.059921+0.081682i,0.016226+0.0049395i,-0.11052-0.0080314i,-0.0076491-0.066601i,0.053221+0.02784i,-0.096404-0.070865i,-0.037423-0.079889i,-0.032957-0.061409i,-0.054831-0.010048i,0.53288,0.051824,4.1082
