35.475+2.0817e-15i,30.796+1.9516e-14i,25.879+1.9776e-14i,36.915-2.4292e-14i,41.992-1.0408e-14i,28.203+9.541e-15i,34.253-1.8659e-14i,40.172-6.9389e-14i,43.576-7.494e-14i,0.51865,0.11064,4.3865
-2.0109+2.3829i,-1.8905-0.76821i,4.2197-1.9463i,-0.15797+0.0079364i,1.4704-3.3977i,1.9039+1.5502i,-1.2009+0.093829i,0.27143-3.3045i,-0.67991+4.2295i,0.63174,0.080875,4.4407
0.20471+1.0626i,-0.58571-0.79375i,3.0123-0.87573i,-0.1679+1.2441i,-0.97649-1.4931i,-0.4256+1.7052i,0.22843+0.2773i,0.165-1.0889i,0.42369+0.58702i,0.45076,0.066724,3.2562
-0.53926+0.42838i,0.37091+1.0393i,1.605-2.0725i,-0.15573+0.17091i,-0.81456-0.40847i,-0.94807+1.4296i,0.15679-0.15473i,-0.11057-0.48868i,-0.88228+0.9405i,0.35627,0.074057,3.4588
0.11765+0.16407i,-0.72173+0.61133i,-0.44725-2.7827i,0.23249-0.02498i,-0.82756-0.16898i,-0.87977+0.57639i,0.12537+0.3308i,0.10923-0.011999i,-0.071906+1.0166i,0.31793,0.064123,2.9274
0.15793-0.21427i,-0.13814-0.61625i,-1.1554-2.2699i,-0.37339-0.038445i,-0.76652-0.33909i,0.20841+0.95342i,0.098135+0.29412i,0.11628-0.066119i,-0.35562+0.49032i,0.33263,0.07048,3.0584
0.14515-0.12102i,0.28786+0.18305i,-1.9144-1.4884i,-0.0059311-0.28548i,-0.21498-0.25116i,0.52482+0.4971i,-0.31765-0.33332i,0.0090618-0.048885i,-0.27012+0.53599i,0.28272,0.078536,2.1011
0.32335+0.044045i,0.094214+0.31841i,-1.6994-0.72061i,0.035904-0.035017i,-0.19077-0.32588i,0.30897+0.93358i,0.11347+0.28847i,0.033972+0.03283i,-0.92027+0.5323i,0.37477,0.06647,2.2562
-0.023268+0.47188i,-0.056542-0.10266i,-1.0848+0.22819i,0.16017-0.12364i,-0.5807-0.11525i,0.3087+0.45992i,0.41206-0.2807i,0.32032-0.87245i,-0.064229-0.48904i,0.50471,0.077852,3.1137
-0.25785+0.14694i,0.015795-0.1315i,-0.3514+0.26166i,-0.024742+0.053115i,-0.36462+0.16207i,0.035083+0.31821i,-0.36387-0.13964i,-0.46581-1.1921i,0.40942+0.14108i,0.33989,0.065633,3.2269
0.1272+0.087692i,-0.23608+0.45733i,0.030709+0.58557i,-0.071941-0.14142i,0.079164+0.097239i,-0.15972+0.28965i,0.23593+0.040967i,-1.1522-1.016i,-0.14642-0.086789i,0.29911,0.069341,2.1204
-0.011817-0.21826i,0.26573+0.047642i,0.85653-0.050062i,0.10581+0.043925i,0.033178-0.38097i,0.16985+0.22142i,-0.26223-0.49819i,-0.58009+0.97126i,0.20339-0.60524i,0.38554,0.075289,2.7716
0.025797-0.093635i,0.30108+0.38174i,1.0246-0.083449i,-0.24521-0.56724i,0.22325-0.42598i,0.24522+0.35816i,-0.14174+0.14862i,-0.080259-1.1517i,0.41747+0.10433i,0.50917,0.060328,3.5882
-0.16528-0.042113i,0.087945+0.21579i,0.60589-0.81638i,-0.27169+0.097277i,-0.11793-0.036314i,0.078532+0.41491i,0.15381+0.020034i,0.073747-0.46152i,0.11211+0.099857i,0.37389,0.063208,2.7141
-0.0053461+0.076133i,0.15526-0.19153i,0.47064-1.0804i,-0.16673-0.062166i,0.025238+0.10862i,0.22845+0.33264i,-0.4662-0.21727i,-0.07271-0.22701i,0.57136-0.218i,0.40256,0.068433,4.3051
-0.014377+0.20418i,0.34473-0.17559i,-0.041449-1.005i,-0.011391-0.18303i,0.077178+0.32983i,-0.035108+0.46614i,-0.37013+0.38267i,-0.11056-0.40699i,0.057073+0.43021i,0.43681,0.050764,2.7372
0.14513+0.052064i,0.013012+0.13273i,-0.27634-0.79792i,-0.28878+0.05484i,-0.14079-0.052321i,0.20371+0.37059i,0.0068361+0.22884i,-0.23119-0.21383i,0.13661-0.16696i,0.39165,0.061732,3.8718
0.13217+0.082645i,-0.049458+0.026286i,-0.53632-0.43944i,-0.22167-0.21493i,-0.12996+0.0038565i,0.034865+0.24518i,-0.17065+0.27684i,0.075814-0.23678i,0.26435+0.13757i,0.42621,0.066013,3.2764
-0.057885+0.016015i,0.17341+0.13355i,-0.81481-0.088235i,0.23015-0.24338i,-0.083347+0.20531i,0.17088+0.11345i,-0.028834+0.062258i,-0.28461-0.29448i,0.054783+0.40075i,0.39902,0.076848,2.3718
0.10225-0.012156i,-0.033971-0.26119i,-0.52062+0.16243i,-0.13475-0.0082749i,0.31154+0.040872i,0.038647+0.18463i,0.042416+0.18182i,-0.1928-0.10439i,0.17383-0.037585i,0.46012,0.052136,3.5164
0.051836+0.12086i,-0.069522+0.23678i,-0.33609+0.27979i,-0.12146-0.05441i,0.25609+0.024418i,0.21814+0.25068i,0.11344+0.12563i,-0.054839-0.00089061i,-0.020705+0.31834i,0.52636,0.061976,3.0232
-0.011024+0.16053i,-0.010902-0.14528i,-0.023982+0.11753i,0.015333-0.174i,0.20479-0.14306i,0.25522+0.083382i,0.18642-0.023371i,0.21725-0.18376i,0.058583-0.13602i,0.68094,0.039677,3.0692
0.030638-0.00058164i,0.044213+0.096438i,0.20806-0.074126i,-0.064386-0.038783i,-0.13344-0.03307i,0.11255+0.16139i,0.037923-0.057079i,-0.24634-0.15392i,0.053305+0.22637i,0.49901,0.074155,2.6992
6.2442e-05+0.070796i,0.028278+0.18451i,0.17784-0.18548i,-0.14949-0.066364i,-0.07719-0.14867i,0.086327+0.16906i,0.10969+0.016231i,0.080346-0.15214i,-0.031831+0.07841i,0.65286,0.046564,3.3891
-0.030851-0.0045297i,0.02302+0.08903i,-0.019751-0.23642i,-0.031414-0.016248i,-0.00366-0.084588i,0.017737+0.17567i,0.096748-0.057967i,-0.17245+0.079406i,0.10252+0.15477i,0.51337,0.074823,3.7317
0.018824+0.076941i,-0.12184+0.017333i,-0.10533-0.33765i,0.056118-0.11686i,-0.083882-0.084039i,0.16745+0.10259i,0.076941+0.017098i,-0.018275-0.142i,0.15404+0.15667i,0.48349,0.055834,3.4674
0.060544-0.0099416i,0.16091+0.18274i,-0.21839-0.24816i,0.025835-0.061651i,-0.11796+0.018721i,0.17683+0.12434i,0.10284-0.12215i,-0.05052-0.03537i,0.097335+0.11053i,0.44087,0.068674,3.4358
