37.968+4.1286e-14i,30.995-9.1431e-14i,26.477+4.1633e-14i,39.004-2.0296e-14i,42.841+7.3552e-14i,28.402+5.6725e-14i,32.527+4.4669e-15i,39.32+6.4532e-14i,43.854+2.7062e-14i,0.58819,0.067444,4.9348
-2.044+1.8233i,-1.7592-0.061675i,5.6294-3.1445i,-0.46582-0.23414i,1.2571-3.5968i,2.0055+0.96971i,-0.81428+0.060664i,0.88023-3.523i,-0.61363+4.1727i,0.51044,0.063828,3.3912
-0.083219+0.75571i,-0.86101-0.1982i,3.6818-1.8213i,-0.21358+1.3266i,-0.995-1.2466i,-0.49532+1.5782i,0.27764+0.14778i,0.085883-1.075i,0.48912+0.42944i,0.35349,0.067862,3.8689
-0.61096+0.25038i,0.3318+1.101i,2.1502-3.1864i,-0.19678+0.12835i,-0.70323-0.2933i,-1.0273+1.3951i,0.20849-0.32071i,-0.21875-0.32276i,-0.70382+0.78494i,0.28925,0.077397,4.2442
0.11166+0.080418i,-0.44662+0.75681i,-0.41322-3.9207i,0.15402-0.081017i,-0.87967-0.064237i,-0.84699+0.70783i,0.10787+0.3341i,0.10061+0.16301i,-0.084075+0.93808i,0.27072,0.070624,1.8074
0.17391-0.29849i,0.01162-0.37551i,-1.305-3.0857i,-0.35304-0.032392i,-0.79122-0.17437i,0.16243+0.92688i,0.089534+0.17386i,0.18977+0.038867i,-0.45031+0.34872i,0.27973,0.073465,2.1167
0.090323-0.11031i,0.28983+0.28542i,-2.2912-2.1223i,0.044751-0.29397i,-0.20236-0.14499i,0.55138+0.50396i,-0.30053-0.3274i,0.0045883+0.038929i,-0.34577+0.37123i,0.25141,0.080566,1.9508
0.28613+0.0091946i,0.16686+0.43521i,-2.1814-1.0232i,0.097435-0.039491i,-0.10106-0.36377i,0.37435+0.97018i,0.091325+0.33816i,0.018378+0.044404i,-0.91061+0.48568i,0.33054,0.066264,2.1663
-0.0095302+0.46084i,-0.026899+0.050043i,-1.3871+0.19363i,0.19422-0.11587i,-0.57724-0.043533i,0.27695+0.38229i,0.26979-0.25839i,0.36007-0.90871i,-0.057101-0.62744i,0.44954,0.06162,2.5794
-0.27547+0.11598i,0.043664+0.00082127i,-0.51885+0.30611i,0.00070415+0.10137i,-0.37614+0.19289i,0.035597+0.30393i,-0.31756-0.11976i,-0.27785-1.2164i,0.44352+0.10418i,0.34798,0.066813,3.2556
