51.277+5.4817e-14i,51.221-1.0374e-13i,58.264+5.0307e-14i,52.599+8.6042e-14i,50.608-4.4409e-14i,54.828+9.8532e-14i,53.428-6.6527e-14i,51.46+3.1919e-14i,47.248-1.5266e-14i,0.36732,0.1002,6.0314
4.5568-1.6731i,-2.2188-2.4138i,-2.2123+1.7435i,-3.0517-2.5126i,-0.061961-2.1888i,2.0512-6.562i,2.9279+0.41457i,2.6717-1.6708i,1.4008+3.197i,0.63541,0.052254,3.4431
2.6541+1.5172i,2.3524-0.59219i,-0.57615+3.2487i,-1.0424+1.0133i,-1.8139+1.8123i,-2.1063-0.08581i,-1.9943+0.012424i,1.1366+3.4624i,3.6213+1.6047i,0.71701,0.025834,4.4426
-0.31708+0.28235i,-0.25188+0.57222i,2.7456-1.6951i,-0.17446+0.89046i,0.61511-0.7408i,0.86006-1.0212i,-0.71709+0.22228i,-0.39596-0.8485i,0.69737+0.095998i,0.39638,0.052374,3.548
-0.99527+0.8436i,-0.71996-0.29067i,-0.90196-2.4559i,-0.079394-2.0341i,0.94177+1.5483i,-0.52459+0.059889i,1.0108-1.1376i,0.53085+0.34399i,0.26232-1.3195i,0.59484,0.058992,3.3229
-0.2112+0.26465i,0.14231+0.059816i,-1.0102-1.8053i,0.31935+1.0253i,0.11444+0.17429i,-0.24774-0.89864i,-0.056298+0.053317i,-0.01428-0.56463i,0.74407-0.83642i,0.41758,0.073321,2.736
0.34374+0.2448i,0.75182+0.75131i,-1.7132-0.096643i,-0.034455-1.2647i,0.48727+0.5709i,-0.16366-0.59784i,-0.0058015-0.46853i,0.41381+0.028116i,-0.10417-0.42436i,0.45136,0.069818,3.066
0.1729+0.051004i,0.40232+0.56555i,-0.93845+0.24506i,0.22999+0.17793i,-0.28586+0.40174i,0.085065-0.52776i,-0.2898-0.46654i,-0.38536+0.48006i,-0.003647-0.27648i,0.60952,0.0443,2.923
0.22748+0.073661i,0.17584+0.30694i,-0.56617+0.79598i,-0.023029-0.4858i,0.16636+0.11287i,0.084079-0.22557i,-0.44346-0.31077i,-0.09225-0.40398i,-0.44047-0.62571i,0.46668,0.047164,2.4506
-0.1529+0.54705i,0.015498+0.43785i,0.073566+0.64383i,0.0014399-0.16542i,-0.23239+0.14184i,0.0525-0.16032i,-0.24405-0.26303i,0.23742+0.47547i,-0.10575+0.10034i,0.6692,0.054802,3.2933
-0.11913+0.15952i,0.11947+0.47627i,0.3661+0.45712i,0.21618-0.39191i,-0.0080415+0.027046i,0.068546-0.28076i,-0.095331-0.14796i,-0.45646+0.34415i,0.31051-0.13646i,0.60874,0.073517,3.996
0.01536-0.094276i,0.17541+0.20717i,0.61728+0.38618i,-0.27792-0.1348i,-0.11548+0.14866i,-0.14642-0.17814i,-0.16212-0.12397i,0.17447-0.10208i,-0.2146-0.027494i,0.38258,0.053503,3.4536
0.10355+0.11259i,0.10871+0.14333i,0.58582+0.019624i,0.1932-0.37463i,-0.0090029-0.083165i,0.059978-0.28758i,0.01632-0.061885i,0.13922+0.33644i,0.088192-0.33713i,0.58118,0.053737,4.041
